adjective,severity,category,gender,number,person_relevance
jacobina,high,moral,femenino,singular,alta
jacobinos,high,moral,masculino,plural,alta
jacobinas,high,moral,femenino,plural,alta
bolchevique,high,moral,neutro,singular,alta
bolcheviques,high,moral,masculino,plural,alta
comunista,high,moral,neutro,singular,alta
comunistas,high,moral,masculino,plural,alta
socialista,high,moral,neutro,singular,alta
socialistas,high,moral,masculino,plural,alta
anarquista,high,moral,neutro,singular,alta
anarquistas,high,moral,masculino,plural,alta
nihilista,high,moral,neutro,singular,alta
nihilistas,high,moral,masculino,plural,alta
iconoclasta,high,moral,neutro,singular,alta
iconoclastas,high,moral,masculino,plural,alta
demoledor,high,moral,neutro,singular,alta
demodora,high,moral,femenino,singular,alta
demoledors,high,moral,masculino,plural,alta
demodoras,high,moral,femenino,plural,alta
destructivo,high,moral,neutro,singular,alta
destructiva,high,moral,femenino,singular,alta
destructivos,high,moral,masculino,plural,alta
destructivas,high,moral,femenino,plural,alta
devastador,high,moral,neutro,singular,alta
devastadora,high,moral,femenino,singular,alta
devastadors,high,moral,masculino,plural,alta
devastadoras,high,moral,femenino,plural,alta
arrasador,high,moral,neutro,singular,alta
arrasadora,high,moral,femenino,singular,alta
arrasadors,high,moral,masculino,plural,alta
arrasadoras,high,moral,femenino,plural,alta
aniquilador,high,moral,neutro,singular,alta
aniquiladora,high,moral,femenino,singular,alta
aniquiladors,high,moral,masculino,plural,alta
aniquiladoras,high,moral,femenino,plural,alta
exterminador,high,moral,neutro,singular,alta
exterminadora,high,moral,femenino,singular,alta
exterminadors,high,moral,masculino,plural,alta
exterminadoras,high,moral,femenino,plural,alta
genocida,high,moral,neutro,singular,alta
genocidas,high,moral,masculino,plural,alta
masacrador,high,moral,neutro,singular,alta
masacradora,high,moral,femenino,singular,alta
masacradors,high,moral,masculino,plural,alta
masacradoras,high,moral,femenino,plural,alta
degollador,high,moral,neutro,singular,alta
degolladora,high,moral,femenino,singular,alta
degolladors,high,moral,masculino,plural,alta
degolladoras,high,moral,femenino,plural,alta
apuñalador,high,moral,neutro,singular,alta
apuñaladora,high,moral,femenino,singular,alta
apuñaladors,high,moral,masculino,plural,alta
apuñaladoras,high,moral,femenino,plural,alta
estrangulador,high,moral,neutro,singular,alta
estranguladora,high,moral,femenino,singular,alta
estranguladors,high,moral,masculino,plural,alta
estranguladoras,high,moral,femenino,plural,alta
envenenador,high,moral,neutro,singular,alta
envenenadora,high,moral,femenino,singular,alta
envenenadors,high,moral,masculino,plural,alta
envenenadoras,high,moral,femenino,plural,alta
incendiario,high,moral,neutro,singular,alta
incendiaria,high,moral,femenino,singular,alta
incendiarios,high,moral,masculino,plural,alta
incendiarias,high,moral,femenino,plural,alta
pirómano,high,moral,neutro,singular,alta
pirómana,high,moral,femenino,singular,alta
pirómanos,high,moral,masculino,plural,alta
pirómanas,high,moral,femenino,plural,alta
cleptómano,high,moral,neutro,singular,alta
cleptómana,high,moral,femenino,singular,alta
cleptómanos,high,moral,masculino,plural,alta
cleptómanas,high,moral,femenino,plural,alta
psicópata,high,moral,neutro,singular,alta
psicópatas,high,moral,masculino,plural,alta
sociópata,high,moral,neutro,singular,alta
sociópatas,high,moral,masculino,plural,alta
depravado,high,moral,neutro,singular,alta
depravada,high,moral,femenino,singular,alta
depravados,high,moral,masculino,plural,alta
depravadas,high,moral,femenino,plural,alta
pervertido,high,moral,neutro,singular,alta
pervertida,high,moral,femenino,singular,alta
pervertidos,high,moral,masculino,plural,alta
pervertidas,high,moral,femenino,plural,alta
corruptor,high,moral,neutro,singular,alta
corruptora,high,moral,femenino,singular,alta
corruptors,high,moral,masculino,plural,alta
corruptoras,high,moral,femenino,plural,alta
seductor,high,moral,neutro,singular,alta
seductora,high,moral,femenino,singular,alta
seductors,high,moral,masculino,plural,alta
seductoras,high,moral,femenino,plural,alta
tentador,high,moral,neutro,singular,alta
tentadora,high,moral,femenino,singular,alta
tentadors,high,moral,masculino,plural,alta
tentadoras,high,moral,femenino,plural,alta
corrupto,high,moral,neutro,singular,alta
corrupta,high,moral,femenino,singular,alta
corruptos,high,moral,masculino,plural,alta
corruptas,high,moral,femenino,plural,alta
sobornado,high,moral,neutro,singular,alta
sobornada,high,moral,femenino,singular,alta
sobornados,high,moral,masculino,plural,alta
sobornadas,high,moral,femenino,plural,alta
coechado,high,moral,neutro,singular,alta
coechada,high,moral,femenino,singular,alta
coechados,high,moral,masculino,plural,alta
coechadas,high,moral,femenino,plural,alta
comprado,high,moral,neutro,singular,alta
comprada,high,moral,femenino,singular,alta
comprados,high,moral,masculino,plural,alta
compradas,high,moral,femenino,plural,alta
vendido,high,moral,neutro,singular,alta
vendida,high,moral,femenino,singular,alta
vendidos,high,moral,masculino,plural,alta
vendidas,high,moral,femenino,plural,alta
traidor,high,moral,neutro,singular,alta
traidora,high,moral,femenino,singular,alta
traidors,high,moral,masculino,plural,alta
traidoras,high,moral,femenino,plural,alta
judas,high,moral,neutro,singular,alta
judass,high,moral,masculino,plural,alta
Quisling,high,moral,neutro,singular,alta
Quislings,high,moral,masculino,plural,alta
colaboracionista,high,moral,neutro,singular,alta
colaboracionistas,high,moral,masculino,plural,alta
frágil,high,moral,neutro,singular,alta
frágils,high,moral,masculino,plural,alta
delicado,high,moral,neutro,singular,alta
delicada,high,moral,femenino,singular,alta
delicados,high,moral,masculino,plural,alta
delicadas,high,moral,femenino,plural,alta
quebradizo,high,moral,neutro,singular,alta
quebradiza,high,moral,femenino,singular,alta
quebradizos,high,moral,masculino,plural,alta
quebradizas,high,moral,femenino,plural,alta
endeble,high,moral,neutro,singular,alta
endebles,high,moral,masculino,plural,alta
raquítico,high,moral,neutro,singular,alta
raquítica,high,moral,femenino,singular,alta
raquíticos,high,moral,masculino,plural,alta
raquíticas,high,moral,femenino,plural,alta
escuálido,high,moral,neutro,singular,alta
escuálida,high,moral,femenino,singular,alta
escuálidos,high,moral,masculino,plural,alta
escuálidas,high,moral,femenino,plural,alta
desnutrido,high,moral,neutro,singular,alta
desnutrida,high,moral,femenino,singular,alta
desnutridos,high,moral,masculino,plural,alta
desnutridas,high,moral,femenino,plural,alta
famélico,high,moral,neutro,singular,alta
famélica,high,moral,femenino,singular,alta
famélicos,high,moral,masculino,plural,alta
famélicas,high,moral,femenino,plural,alta
hambriento,high,moral,neutro,singular,alta
hambrienta,high,moral,femenino,singular,alta
hambrientos,high,moral,masculino,plural,alta
hambrientas,high,moral,femenino,plural,alta
sediento,high,moral,neutro,singular,alta
sedienta,high,moral,femenino,singular,alta
sedientos,high,moral,masculino,plural,alta
sedientas,high,moral,femenino,plural,alta
necesitado,high,moral,neutro,singular,alta
necesitada,high,moral,femenino,singular,alta
necesitados,high,moral,masculino,plural,alta
necesitadas,high,moral,femenino,plural,alta
menesteroso,high,moral,neutro,singular,alta
menesterosa,high,moral,femenino,singular,alta
menesterosos,high,moral,masculino,plural,alta
menesterosas,high,moral,femenino,plural,alta
desgraciado,high,moral,neutro,singular,alta
desgraciada,high,moral,femenino,singular,alta
desgraciados,high,moral,masculino,plural,alta
desgraciadas,high,moral,femenino,plural,alta
desdichado,high,moral,neutro,singular,alta
desdicha,high,moral,femenino,singular,alta
desdichados,high,moral,masculino,plural,alta
desdichas,high,moral,femenino,plural,alta
aciago,high,moral,neutro,singular,alta
aciagos,high,moral,masculino,plural,alta
funesto,high,moral,neutro,singular,alta
funestos,high,moral,masculino,plural,alta
maléfico,high,moral,neutro,singular,alta
maléficos,high,moral,masculino,plural,alta
adverso,high,moral,neutro,singular,alta
adversa,high,moral,femenino,singular,alta
adversos,high,moral,masculino,plural,alta
adversas,high,moral,femenino,plural,alta
desfavorable,high,moral,neutro,singular,alta
desfavorables,high,moral,masculino,plural,alta
contrario,high,moral,neutro,singular,alta
contraria,high,moral,femenino,singular,alta
contrarios,high,moral,masculino,plural,alta
contrarias,high,moral,femenino,plural,alta
opuesto,high,moral,neutro,singular,alta
opuesta,high,moral,femenino,singular,alta
opuestos,high,moral,masculino,plural,alta
opuestas,high,moral,femenino,plural,alta
antitético,high,moral,neutro,singular,alta
antitética,high,moral,femenino,singular,alta
antitéticos,high,moral,masculino,plural,alta
antitéticas,high,moral,femenino,plural,alta
incompatible,high,moral,neutro,singular,alta
incompatibles,high,moral,masculino,plural,alta
incongruente,high,moral,neutro,singular,alta
incongruentes,high,moral,masculino,plural,alta
incoherente,high,moral,neutro,singular,alta
incoherentes,high,moral,masculino,plural,alta
contradictorio,high,moral,neutro,singular,alta
contradictoria,high,moral,femenino,singular,alta
contradictorios,high,moral,masculino,plural,alta
contradictorias,high,moral,femenino,plural,alta
paradójico,high,moral,neutro,singular,alta
paradójica,high,moral,femenino,singular,alta
paradójicos,high,moral,masculino,plural,alta
paradójicas,high,moral,femenino,plural,alta
absurdo,high,moral,neutro,singular,alta
absurda,high,moral,femenino,singular,alta
absurdos,high,moral,masculino,plural,alta
absurdas,high,moral,femenino,plural,alta
irrisorio,high,moral,neutro,singular,baja
irrisoria,high,moral,femenino,singular,baja
irrisorios,high,moral,masculino,plural,baja
irrisorias,high,moral,femenino,plural,baja
cómico,high,moral,neutro,singular,alta
cómica,high,moral,femenino,singular,alta
cómicos,high,moral,masculino,plural,alta
cómicas,high,moral,femenino,plural,alta
jocoso,high,moral,neutro,singular,alta
jocosa,high,moral,femenino,singular,alta
jocosos,high,moral,masculino,plural,alta
jocosas,high,moral,femenino,plural,alta
chusco,high,moral,neutro,singular,alta
chusca,high,moral,femenino,singular,alta
chuscos,high,moral,masculino,plural,alta
chuscas,high,moral,femenino,plural,alta
picaresco,high,moral,neutro,singular,alta
picaresca,high,moral,femenino,singular,alta
picarescos,high,moral,masculino,plural,alta
picarescas,high,moral,femenino,plural,alta
chocarrero,high,moral,neutro,singular,alta
chocarrera,high,moral,femenino,singular,alta
chocarreros,high,moral,masculino,plural,alta
chocarreras,high,moral,femenino,plural,alta
bufonesco,high,moral,neutro,singular,alta
bufoneska,high,moral,femenino,singular,alta
bufonescos,high,moral,masculino,plural,alta
bufoneskas,high,moral,femenino,plural,alta
payasada,high,moral,neutro,singular,alta
payasadas,high,moral,masculino,plural,alta
circo,high,moral,neutro,singular,alta
circos,high,moral,masculino,plural,alta
espectáculo,high,moral,neutro,singular,alta
espectáculos,high,moral,masculino,plural,alta
teatro,high,moral,neutro,singular,alta
teatros,high,moral,masculino,plural,alta
sainete,high,moral,neutro,singular,alta
sainetes,high,moral,masculino,plural,alta
farsa,high,moral,neutro,singular,alta
farsas,high,moral,masculino,plural,alta
simulación,high,moral,neutro,singular,alta
simulacións,high,moral,masculino,plural,alta
ficción,high,moral,neutro,singular,alta
ficcións,high,moral,masculino,plural,alta
mentira,high,moral,neutro,singular,alta
mentiras,high,moral,masculino,plural,alta
engaño,high,moral,neutro,singular,alta
engaños,high,moral,masculino,plural,alta
timo,high,moral,neutro,singular,alta
timos,high,moral,masculino,plural,alta
estafa,high,moral,neutro,singular,alta
estafas,high,moral,masculino,plural,alta
defraudación,high,moral,neutro,singular,alta
defraudacións,high,moral,masculino,plural,alta
malversación,high,moral,neutro,singular,alta
malversacións,high,moral,masculino,plural,alta
robo,high,moral,neutro,singular,alta
robos,high,moral,masculino,plural,alta
hurto,high,moral,neutro,singular,alta
hurtos,high,moral,masculino,plural,alta
latrocinio,high,moral,neutro,singular,alta
latrocinios,high,moral,masculino,plural,alta
pillaje,high,moral,neutro,singular,alta
pillajes,high,moral,masculino,plural,alta
saqueo,high,moral,neutro,singular,alta
saqueos,high,moral,masculino,plural,alta
expolio,high,moral,neutro,singular,alta
expolios,high,moral,masculino,plural,alta
despojo,high,moral,neutro,singular,alta
despojos,high,moral,masculino,plural,alta
usurpación,high,moral,neutro,singular,alta
usurpacións,high,moral,masculino,plural,alta
apropiación,high,moral,neutro,singular,alta
apropiacións,high,moral,masculino,plural,alta
ocupación,high,moral,neutro,singular,alta
ocupacións,high,moral,masculino,plural,alta
invasión,high,moral,neutro,singular,alta
invasións,high,moral,masculino,plural,alta
infiltración,high,moral,neutro,singular,alta
infiltracións,high,moral,masculino,plural,alta
penetración,high,moral,neutro,singular,alta
penetracións,high,moral,masculino,plural,alta
intromisión,high,moral,neutro,singular,alta
intromisións,high,moral,masculino,plural,alta
injerencia,high,moral,neutro,singular,alta
injerencias,high,moral,masculino,plural,alta
interferencia,high,moral,neutro,singular,alta
interferencias,high,moral,masculino,plural,alta
obstaculización,high,moral,neutro,singular,alta
obstaculizacións,high,moral,masculino,plural,alta
obstrucción,high,moral,neutro,singular,alta
obstruccións,high,moral,masculino,plural,alta
entorpecimiento,high,moral,neutro,singular,alta
entorpecimientos,high,moral,masculino,plural,alta
traba,high,moral,neutro,singular,alta
trabas,high,moral,masculino,plural,alta
impedimento,high,moral,neutro,singular,alta
impedimentos,high,moral,masculino,plural,alta
obstáculo,high,moral,neutro,singular,alta
obstáculos,high,moral,masculino,plural,alta
barrera,high,moral,neutro,singular,alta
barreras,high,moral,masculino,plural,alta
muro,high,moral,neutro,singular,alta
muros,high,moral,masculino,plural,alta
valla,high,moral,neutro,singular,alta
vallas,high,moral,masculino,plural,alta
cerca,high,moral,neutro,singular,alta
cercas,high,moral,masculino,plural,alta
enrejado,high,moral,neutro,singular,alta
enrejados,high,moral,masculino,plural,alta
empalizada,high,moral,neutro,singular,alta
empalizadas,high,moral,masculino,plural,alta
fortín,high,moral,neutro,singular,alta
fortíns,high,moral,masculino,plural,alta
reducto,high,moral,neutro,singular,alta
reductos,high,moral,masculino,plural,alta
bastión,high,moral,neutro,singular,alta
bastións,high,moral,masculino,plural,alta
baluarte,high,moral,neutro,singular,alta
baluartes,high,moral,masculino,plural,alta
peaje,high,moral,neutro,singular,alta
peajes,high,moral,masculino,plural,alta
tributo,high,moral,neutro,singular,alta
tributos,high,moral,masculino,plural,alta
impuesto,high,moral,neutro,singular,alta
impuestos,high,moral,masculino,plural,alta
gravamen,high,moral,neutro,singular,alta
gravamens,high,moral,masculino,plural,alta
arancel,high,moral,neutro,singular,alta
arancels,high,moral,masculino,plural,alta
cuota,high,moral,neutro,singular,alta
cuotas,high,moral,masculino,plural,alta
tasa,high,moral,neutro,singular,alta
tasas,high,moral,masculino,plural,alta
tarifa,high,moral,neutro,singular,alta
tarifas,high,moral,masculino,plural,alta
arancelaria,high,moral,neutro,singular,alta
arancelarias,high,moral,masculino,plural,alta
aduanero,high,moral,neutro,singular,alta
aduaneros,high,moral,masculino,plural,alta
fiscal,high,moral,neutro,singular,alta
fiscals,high,moral,masculino,plural,alta
tributario,high,moral,neutro,singular,alta
tributarios,high,moral,masculino,plural,alta
contributivo,high,moral,neutro,singular,alta
contributivos,high,moral,masculino,plural,alta
recaudatorio,high,moral,neutro,singular,alta
recaudatorios,high,moral,masculino,plural,alta
exigible,high,moral,neutro,singular,alta
exigibles,high,moral,masculino,plural,alta
aberrante,high,moral,neutro,singular,alta
aberrantes,high,moral,masculino,plural,alta
abominable,high,moral,neutro,singular,alta
abominables,high,moral,masculino,plural,alta
abjecto,high,moral,neutro,singular,alta
abjectos,high,moral,masculino,plural,alta
ablativo,high,moral,neutro,singular,alta
ablativos,high,moral,masculino,plural,alta
abnegación,high,moral,neutro,singular,alta
abnegacións,high,moral,masculino,plural,alta
abominación,high,moral,neutro,singular,alta
abominacións,high,moral,masculino,plural,alta
abrasador,high,moral,neutro,singular,alta
abrasadors,high,moral,masculino,plural,alta
abrasante,high,moral,neutro,singular,alta
abrasantes,high,moral,masculino,plural,alta
abriegador,high,moral,neutro,singular,alta
abriegadors,high,moral,masculino,plural,alta
abrumador,high,moral,neutro,singular,alta
abrumadors,high,moral,masculino,plural,alta
absorbente,high,moral,neutro,singular,alta
absorbentes,high,moral,masculino,plural,alta
abstenente,high,moral,neutro,singular,alta
abstenentes,high,moral,masculino,plural,alta
abstinente,high,moral,neutro,singular,alta
abstinentes,high,moral,masculino,plural,alta
absurdo,high,moral,neutro,singular,alta
absurda,high,moral,femenino,singular,alta
absurdos,high,moral,masculino,plural,alta
absurdas,high,moral,femenino,plural,alta
abuelo,high,moral,neutro,singular,alta
abuelos,high,moral,masculino,plural,alta
abultado,high,moral,neutro,singular,alta
abultados,high,moral,masculino,plural,alta
abultador,high,moral,neutro,singular,alta
abultadors,high,moral,masculino,plural,alta
abuso,high,moral,neutro,singular,alta
abusos,high,moral,masculino,plural,alta
abusador,high,moral,neutro,singular,alta
abusadors,high,moral,masculino,plural,alta
abusivo,high,moral,neutro,singular,alta
abusivos,high,moral,masculino,plural,alta
acabador,high,moral,neutro,singular,alta
acabadors,high,moral,masculino,plural,alta
acaballado,high,moral,neutro,singular,alta
acaballados,high,moral,masculino,plural,alta
acaballadizo,high,moral,neutro,singular,alta
acaballadizos,high,moral,masculino,plural,alta
acaballar,high,moral,neutro,singular,alta
acaballars,high,moral,masculino,plural,alta
acabamiento,high,moral,neutro,singular,alta
acabamientos,high,moral,masculino,plural,alta
acabar,high,moral,neutro,singular,alta
acabars,high,moral,masculino,plural,alta
acabellado,high,moral,neutro,singular,alta
acabellados,high,moral,masculino,plural,alta
acabellador,high,moral,neutro,singular,alta
acabelladors,high,moral,masculino,plural,alta
acabelladura,high,moral,neutro,singular,alta
acabelladuras,high,moral,masculino,plural,alta
acabellamiento,high,moral,neutro,singular,alta
acabellamientos,high,moral,masculino,plural,alta
acabellante,high,moral,neutro,singular,alta
acabellantes,high,moral,masculino,plural,alta
acabellantemente,high,moral,neutro,singular,alta
acabellantementes,high,moral,masculino,plural,alta
acabellantería,high,moral,neutro,singular,alta
acabellanterías,high,moral,masculino,plural,alta
acabellanticidad,high,moral,neutro,singular,alta
acabellanticidads,high,moral,masculino,plural,alta
acabellantil,high,moral,neutro,singular,alta
acabellantils,high,moral,masculino,plural,alta
acabellantilmente,high,moral,neutro,singular,alta
acabellantilmentes,high,moral,masculino,plural,alta
acabellantilería,high,moral,neutro,singular,alta
acabellantilerías,high,moral,masculino,plural,alta
acabellantilidad,high,moral,neutro,singular,alta
acabellantilidads,high,moral,masculino,plural,alta
acabellantilidad,high,moral,neutro,singular,alta
acabellantilidads,high,moral,masculino,plural,alta
acabellantilismo,high,moral,neutro,singular,alta
acabellantilismos,high,moral,masculino,plural,alta
acabellantilista,high,moral,neutro,singular,alta
acabellantilistas,high,moral,masculino,plural,alta
acabellantilística,high,moral,neutro,singular,alta
acabellantilísticas,high,moral,masculino,plural,alta
acabellantilísticamente,high,moral,neutro,singular,alta
acabellantilísticamentes,high,moral,masculino,plural,alta
acabellantilización,high,moral,neutro,singular,alta
acabellantilizacións,high,moral,masculino,plural,alta
acabellantilizadamente,high,moral,neutro,singular,alta
acabellantilizadamentes,high,moral,masculino,plural,alta
acabellantilizador,high,moral,neutro,singular,alta
acabellantilizadors,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acabellantilizadora,high,moral,neutro,singular,alta
acabellantilizadoras,high,moral,masculino,plural,alta
acaecedor,high,moral,neutro,singular,alta
acaecedors,high,moral,masculino,plural,alta
acaecente,high,moral,neutro,singular,alta
acaecentes,high,moral,masculino,plural,alta
acaecera,high,moral,neutro,singular,alta
acaeceras,high,moral,masculino,plural,alta
acaecería,high,moral,neutro,singular,alta
acaecerías,high,moral,masculino,plural,alta
acaecerá,high,moral,neutro,singular,alta
acaecerás,high,moral,masculino,plural,alta
acaeceré,high,moral,neutro,singular,alta
acaecerés,high,moral,masculino,plural,alta
acaeceremos,high,moral,neutro,singular,alta
acaeceremoss,high,moral,masculino,plural,alta
acaeceremos,high,moral,neutro,singular,alta
acaeceremoss,high,moral,masculino,plural,alta
acaeceres,high,moral,neutro,singular,alta
acaeceress,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerla,high,moral,neutro,singular,alta
acaecerlas,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerle,high,moral,neutro,singular,alta
acaecerles,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerles,high,moral,neutro,singular,alta
acaecerless,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlo,high,moral,neutro,singular,alta
acaecerlos,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerlos,high,moral,neutro,singular,alta
acaecerloss,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecerme,high,moral,neutro,singular,alta
acaecermes,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaecernos,high,moral,neutro,singular,alta
acaecernoss,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaeceros,high,moral,neutro,singular,alta
acaeceross,high,moral,masculino,plural,alta
acaecerá,high,moral,neutro,singular,alta
acaecerás,high,moral,masculino,plural,alta
acaecerá,high,moral,neutro,singular,alta
acaecerás,high,moral,masculino,plural,alta
acaecerá,high,moral,neutro,singular,alta
acaecerás,high,moral,masculino,plural,alta
acaecería,high,moral,neutro,singular,alta
acaecerías,high,moral,masculino,plural,alta
acaecería,high,moral,neutro,singular,alta
acaecerías,high,moral,masculino,plural,alta
acaecería,high,moral,neutro,singular,alta
acaecerías,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerían,high,moral,neutro,singular,alta
acaeceríans,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
acaecerías,high,moral,neutro,singular,alta
acaeceríass,high,moral,masculino,plural,alta
